,sent_text,target,argument,label
758,In the very early morning the park is taken over by people doing tai-chi exercises .,doing,exercises,act
759,Both young and old go through ballet - like movements in slow motion to discipline the mind and body .,go,ballet,ground
760,Both young and old go through ballet - like movements in slow motion to discipline the mind and body .,go,motion,manner
761,Opposite the Macau Ferry Terminal you 'll find the Western Market ( open 10 am - 7 pm ) .,find,you,perceiver
762,Opposite the Macau Ferry Terminal you 'll find the Western Market ( open 10 am - 7 pm ) .,find,Market,sought_entity
763,"For an interesting glimpse of small and family - owned shops , walk along Bonham Strand East and West , Man Wa Lane , and Cleverly Street .",owned,shops,possession
764,"For an interesting glimpse of small and family - owned shops , walk along Bonham Strand East and West , Man Wa Lane , and Cleverly Street .",owned,family,owner
765,"The University 's Fung Ping Shan Museum , 94 Bonham Road ( open Monday - Saturday 9:30 am - 6 pm , admission free ) holds a significant collection of antiquities : bronzes , dating from 3000 b.c. , and ceramics , including Han Dynasty tomb pottery .",including,Han,part
766,"The University 's Fung Ping Shan Museum , 94 Bonham Road ( open Monday - Saturday 9:30 am - 6 pm , admission free ) holds a significant collection of antiquities : bronzes , dating from 3000 b.c. , and ceramics , including Han Dynasty tomb pottery .",including,ceramics,total
767,The temple is always crowded with worshippers .,crowded,temple,location
768,The temple is always crowded with worshippers .,crowded,worshippers,theme
769,"Go down one flight of steps to Lascar Row , popularly known as Cat Street , for more antiques and curio shops .",known,Cat,name
770,"Go down one flight of steps to Lascar Row , popularly known as Cat Street , for more antiques and curio shops .",known,Lascar,entity
771,"On Wan Chai 's Bowen Road , Maiden 's Rock , also called Lover 's Rock , is the gathering place for the annual Maiden 's festival .",called,Lover,name
772,"On Wan Chai 's Bowen Road , Maiden 's Rock , also called Lover 's Rock , is the gathering place for the annual Maiden 's festival .",called,Maiden,entity
773,Every August young women convene to light joss sticks and some even climb the nine - meter ( 30 - ft ) rock to pray for good husbands .,convene,August,time
774,Every August young women convene to light joss sticks and some even climb the nine - meter ( 30 - ft ) rock to pray for good husbands .,convene,women,individuals
775,"As a result , the merchants were forced to limit their salvoes to one a day - and from then on , they signaled the noon hour daily for all to hear .",signaled,hour,message
776,"As a result , the merchants were forced to limit their salvoes to one a day - and from then on , they signaled the noon hour daily for all to hear .",signaled,they,communicator
777,"The junks are a picturesque sight : children frolicking on the poop deck , women preparing food or playing mahjong , elderly folk watching the sunset , dogs and cats underfoot , songbirds in bamboo cages overhead - and all afloat .",frolicking,children,self_mover
778,"The junks are a picturesque sight : children frolicking on the poop deck , women preparing food or playing mahjong , elderly folk watching the sunset , dogs and cats underfoot , songbirds in bamboo cages overhead - and all afloat .",frolicking,poop,area
779,"The junks are a picturesque sight : children frolicking on the poop deck , women preparing food or playing mahjong , elderly folk watching the sunset , dogs and cats underfoot , songbirds in bamboo cages overhead - and all afloat .",watching,folk,perceiver_agentive
780,"The junks are a picturesque sight : children frolicking on the poop deck , women preparing food or playing mahjong , elderly folk watching the sunset , dogs and cats underfoot , songbirds in bamboo cages overhead - and all afloat .",watching,sunset,phenomenon
781,"A half - hour tour costs HK$50 ; pay at the end , or the driver may cut your trip short .",cut,driver,agent
782,"A half - hour tour costs HK$50 ; pay at the end , or the driver may cut your trip short .",cut,trip,event
783,"If you can get up early enough , you can attend the pre-dawn auction held at the vast local wholesale fish market ; otherwise , have a look at the street market that goes on later in the day .",attend,you,agent
784,"If you can get up early enough , you can attend the pre-dawn auction held at the vast local wholesale fish market ; otherwise , have a look at the street market that goes on later in the day .",attend,auction,event
785,"If you can get up early enough , you can attend the pre-dawn auction held at the vast local wholesale fish market ; otherwise , have a look at the street market that goes on later in the day .",goes,street,event
786,"If you can get up early enough , you can attend the pre-dawn auction held at the vast local wholesale fish market ; otherwise , have a look at the street market that goes on later in the day .",goes,day,time
787,"It is divided into three areas : a highland , a lowland , and the Middle Kingdom .",divided,It,whole
788,"It is divided into three areas : a highland , a lowland , and the Middle Kingdom .",divided,areas,parts
789,"An enormous roller-coaster rising way above the sea , space wheels , and high-diving shows guarantee a day of excitement .",rising,way,degree
790,"An enormous roller-coaster rising way above the sea , space wheels , and high-diving shows guarantee a day of excitement .",rising,sea,direction
791,"An enormous roller-coaster rising way above the sea , space wheels , and high-diving shows guarantee a day of excitement .",rising,roller-coaster,road
792,"Though much smaller than Hong Kong Island , Kowloon has almost twice the population .",has,Kowloon,owner
793,"Though much smaller than Hong Kong Island , Kowloon has almost twice the population .",has,population,possession
794,Most of Kowloon 's attractions for visitors are centered near the tip of the peninsula in the district known as Tsim Sha Tsui .,known,district,entity
795,Most of Kowloon 's attractions for visitors are centered near the tip of the peninsula in the district known as Tsim Sha Tsui .,known,Tsim,name
796,"If you walk east on the Star Ferry terminal concourse , you will find yourself on the wonderful Promenade , which begins at the clock tower , all that remains of the once grand Kowloon- Canton Railway Terminus .",find,you,perceiver
